team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
ARS,9,"Zinchenko (DEF, ?) ==> (5.667, 5.667)","Saliba (DEF, ?) ==> (4.7, 4.7)","Tomiyasu (DEF, ?) ==> (4.367, 4.367)","Gabriel (DEF, ?) ==> (3.167, 3.167)","Ramsdale (GKP, ?) ==> (2.933, 2.933)"
NEW,8,"Trippier (DEF, ?) ==> (5.5, 5.194)","Pope (GKP, ?) ==> (4.1, 3.872)","Lascelles (DEF, ?) ==> (4.1, 3.872)","Schär (DEF, ?) ==> (3.467, 3.274)","Livramento (DEF, ?) ==> (2.067, 1.952)"
LIV,8,"Alexander-Arnold (DEF, ?) ==> (5.767, 5.446)","Tsimikas (DEF, ?) ==> (5.167, 4.88)","A.Becker (GKP, ?) ==> (4.333, 4.093)","Virgil (DEF, ?) ==> (3.067, 2.896)","Gomez (DEF, ?) ==> (2.133, 2.015)"
CRY,4,"Andersen (DEF, ?) ==> (3.433, 2.48)","Johnstone (GKP, ?) ==> (2.967, 2.143)","Mitchell (DEF, ?) ==> (2.967, 2.143)","Guéhi (DEF, ?) ==> (2.767, 1.998)","Ward (DEF, ?) ==> (2.433, 1.757)"
MUN,2,"Dalot (DEF, ?) ==> (4.9, 2.994)","Onana (GKP, ?) ==> (4.833, 2.954)","Lindelof (DEF, ?) ==> (4.8, 2.933)","Maguire (DEF, ?) ==> (3.633, 2.22)","Reguilón (DEF, ?) ==> (3.133, 1.915)"
TOT,1,"Pedro Porro (DEF, ?) ==> (3.367, 1.87)","Vicario (GKP, ?) ==> (2.8, 1.556)","Van de Ven (DEF, ?) ==> (2.667, 1.481)","Davies (DEF, ?) ==> (1.2, 0.667)","E.Royal (DEF, ?) ==> (1.0, 0.556)"
CHE,1,"Sanchez (GKP, ?) ==> (2.733, 1.519)","Colwill (DEF, ?) ==> (2.733, 1.519)","T.Silva (DEF, ?) ==> (2.7, 1.5)","Disasi (DEF, ?) ==> (2.4, 1.333)","B.Badiashile (DEF, ?) ==> (2.067, 1.148)"
NFO,1,"Toffolo (DEF, ?) ==> (4.033, 2.241)","Aina (DEF, ?) ==> (3.533, 1.963)","Odysseas (GKP, ?) ==> (3.0, 1.667)","Murillo (DEF, ?) ==> (2.5, 1.389)","Niakhaté (DEF, ?) ==> (1.333, 0.741)"
FUL,1,"Leno (GKP, ?) ==> (2.967, 1.648)","Tete (DEF, ?) ==> (2.9, 1.611)","Robinson (DEF, ?) ==> (2.567, 1.426)","Castagne (DEF, ?) ==> (1.767, 0.981)","Bassey (DEF, ?) ==> (0.767, 0.426)"
BOU,1,"Neto (GKP, ?) ==> (3.667, 2.037)","Kelly (DEF, ?) ==> (2.367, 1.315)","Zabarnyi (DEF, ?) ==> (2.067, 1.148)","Smith (DEF, ?) ==> (1.9, 1.056)","Senesi (DEF, ?) ==> (1.633, 0.907)"
WOL,0,"Bentley (GKP, ?) ==> (6.233, 3.117)","José Sá (GKP, ?) ==> (2.233, 1.117)","N.Semedo (DEF, ?) ==> (1.833, 0.917)","Kilman (DEF, ?) ==> (1.567, 0.783)","Toti (DEF, ?) ==> (1.567, 0.783)"
BRE,-1,"Mee (DEF, ?) ==> (4.233, 1.881)","Flekken (GKP, ?) ==> (2.9, 1.289)","Pinnock (DEF, ?) ==> (2.7, 1.2)","Collins (DEF, ?) ==> (2.3, 1.022)","Roerslev (DEF, ?) ==> (1.233, 0.548)"
MCI,-2,"Akanji (DEF, ?) ==> (3.333, 1.296)","Aké (DEF, ?) ==> (3.3, 1.283)","Walker (DEF, ?) ==> (2.533, 0.985)","Ederson M. (GKP, ?) ==> (2.5, 0.972)","Rúben (DEF, ?) ==> (2.0, 0.778)"
EVE,-3,"Mykolenko (DEF, ?) ==> (5.033, 1.678)","Tarkowski (DEF, ?) ==> (3.3, 1.1)","Branthwaite (DEF, ?) ==> (3.033, 1.011)","Pickford (GKP, ?) ==> (2.967, 0.989)","Young (DEF, ?) ==> (1.633, 0.544)"
WHU,-3,"Areola (GKP, ?) ==> (2.9, 0.967)","Coufal (DEF, ?) ==> (2.667, 0.889)","Zouma (DEF, ?) ==> (2.067, 0.689)","Emerson (DEF, ?) ==> (1.833, 0.611)","N.Aguerd (DEF, ?) ==> (1.7, 0.567)"
BHA,-4,"Steele (GKP, ?) ==> (1.667, 0.463)","Verbruggen (GKP, ?) ==> (1.567, 0.435)","Van Hecke (DEF, ?) ==> (1.5, 0.417)","Veltman (DEF, ?) ==> (1.2, 0.333)","Igor (DEF, ?) ==> (1.133, 0.315)"
BUR,-4,"Taylor (DEF, ?) ==> (2.867, 0.796)","Beyer (DEF, ?) ==> (2.667, 0.741)","Trafford (GKP, ?) ==> (2.567, 0.713)","O'Shea (DEF, ?) ==> (2.033, 0.565)","Vitinho (DEF, ?) ==> (1.967, 0.546)"
AVL,-5,"Pau (DEF, ?) ==> (3.133, 0.696)","Martinez (GKP, ?) ==> (2.7, 0.6)","Digne (DEF, ?) ==> (2.3, 0.511)","Konsa (DEF, ?) ==> (2.0, 0.444)","Diego Carlos (DEF, ?) ==> (1.133, 0.252)"
LUT,-6,"Mengi (DEF, ?) ==> (2.567, 0.428)","Kaminski (GKP, ?) ==> (2.3, 0.383)","Kaboré (DEF, ?) ==> (2.167, 0.361)","Doughty (DEF, ?) ==> (1.767, 0.294)","Osho (DEF, ?) ==> (1.3, 0.217)"
SHU,-8,"Foderingham (GKP, ?) ==> (2.3, 0.128)","Baldock (DEF, ?) ==> (2.233, 0.124)","Bogle (DEF, ?) ==> (1.967, 0.109)","Trusty (DEF, ?) ==> (0.867, 0.048)","Robinson (DEF, ?) ==> (0.567, 0.031)"
