team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
NFO,6,"Milenković (DEF, 3↑) ==> (2.849, 3.704)","Sels (GKP, 2↑) ==> (2.655, 2.444)","Aina (DEF, ~) ==> (2.134, 1.926)","Murillo (DEF, 1↑) ==> (1.97, 1.63)","Alex Moreno (DEF, 1↑) ==> (1.37, 1.926)"
CRY,5,"Guéhi (DEF, 1↑) ==> (4.648, 7.025)","Henderson (GKP, 2↑) ==> (3.824, 6.062)","Lacroix (DEF, 1↑) ==> (2.921, 4.284)","Mitchell (DEF, ~) ==> (2.521, 3.901)","Muñoz (DEF, ~) ==> (2.467, 3.901)"
ARS,4,"Gabriel (DEF, 4↓) ==> (4.188, 4.42)","Raya (GKP, 3↓) ==> (3.406, 2.827)","Calafiori (DEF, ~) ==> (2.975, 5.247)","J.Timber (DEF, 3↓) ==> (2.273, 2.593)","Saliba (DEF, ~) ==> (1.818, 1.296)"
LEI,4,"Justin (DEF, 5↑) ==> (6.527, 9.778)","Hermansen (GKP, 4↑) ==> (3.824, 4.827)","Okoli (DEF, 4↑) ==> (2.66, 4.42)","Faes (DEF, 4↑) ==> (2.63, 3.654)","Kristiansen (DEF, 4↑) ==> (2.303, 3.654)"
MUN,3,"Onana (GKP, 3↑) ==> (5.836, 6.667)","Dalot (DEF, 3↑) ==> (5.0, 6.111)","De Ligt (DEF, 1↓) ==> (3.012, 3.407)","Mazraoui (DEF, ~) ==> (2.861, 3.148)","Evans (DEF, 5↑) ==> (2.454, 4.333)"
MCI,3,"Gvardiol (DEF, ~) ==> (3.521, 4.852)","Lewis (DEF, 3↑) ==> (2.382, 2.444)","Stones (DEF, ~) ==> (2.194, 3.63)","Akanji (DEF, ~) ==> (1.903, 1.815)","Walker (DEF, ~) ==> (1.206, 1.481)"
EVE,2,"Pickford (GKP, 6↑) ==> (5.278, 7.617)","Young (DEF, 4↑) ==> (4.321, 5.765)","Tarkowski (DEF, 5↑) ==> (3.236, 4.593)","Keane (DEF, 4↑) ==> (2.261, 2.877)","Mykolenko (DEF, ~) ==> (0.685, 0.864)"
AVL,1,"Martinez (GKP, 5↑) ==> (3.975, 4.988)","Konsa (DEF, ~) ==> (3.194, 4.062)","Digne (DEF, 4↑) ==> (3.164, 3.37)","Pau (DEF, 4↑) ==> (2.412, 2.914)","Diego Carlos (DEF, 4↑) ==> (2.345, 3.222)"
TOT,1,"Van de Ven (DEF, 1↓) ==> (4.042, 4.827)","Romero (DEF, 1↓) ==> (3.382, 3.222)","Vicario (GKP, 1↓) ==> (3.206, 3.531)","Pedro Porro (DEF, 1↓) ==> (3.067, 2.84)","Udogie (DEF, 1↓) ==> (1.327, 1.074)"
BRE,1,"Collins (DEF, 5↑) ==> (4.042, 4.753)","Pinnock (DEF, 4↑) ==> (2.769, 3.605)","Flekken (GKP, ~) ==> (2.479, 2.383)","Van den Berg (DEF, ~) ==> (1.151, 1.383)","Ajer (DEF, ~) ==> (0.794, 0.765)"
LIV,0,"Alexander-Arnold (DEF, 3↑) ==> (6.357, 6.667)","Konaté (DEF, 1↑) ==> (6.345, 7.0)","Virgil (DEF, 3↑) ==> (5.261, 5.333)","A.Becker (GKP, 5↑) ==> (4.382, 4.0)","Robertson (DEF, 2↓) ==> (3.382, 3.0)"
