team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
LIV,9,"Alexander-Arnold (DEF, ?) ==> (7.0, 7.0)","Tsimikas (DEF, ?) ==> (5.067, 5.067)","Virgil (DEF, ?) ==> (4.667, 4.667)","A.Becker (GKP, ?) ==> (3.833, 3.833)","Kelleher (GKP, ?) ==> (2.933, 2.933)"
MCI,6,"Akanji (DEF, ?) ==> (3.2, 2.667)","Aké (DEF, ?) ==> (3.067, 2.556)","Ederson M. (GKP, ?) ==> (2.733, 2.278)","Walker (DEF, ?) ==> (2.533, 2.111)","R.Lewis (DEF, ?) ==> (2.5, 2.083)"
MUN,5,"Onana (GKP, ?) ==> (4.367, 3.396)","Dalot (DEF, ?) ==> (4.267, 3.319)","Lindelof (DEF, ?) ==> (4.167, 3.241)","Maguire (DEF, ?) ==> (3.833, 2.981)","Shaw (DEF, ?) ==> (2.733, 2.126)"
BRE,5,"Mee (DEF, ?) ==> (3.567, 2.774)","Flekken (GKP, ?) ==> (2.767, 2.152)","Pinnock (DEF, ?) ==> (2.567, 1.996)","Collins (DEF, ?) ==> (2.267, 1.763)","Roerslev (DEF, ?) ==> (1.267, 0.985)"
NEW,2,"Trippier (DEF, ?) ==> (4.933, 3.015)","Pope (GKP, ?) ==> (3.733, 2.281)","Lascelles (DEF, ?) ==> (3.633, 2.22)","Schär (DEF, ?) ==> (3.167, 1.935)","Livramento (DEF, ?) ==> (1.9, 1.161)"
CHE,2,"Sanchez (GKP, ?) ==> (3.733, 2.281)","Colwill (DEF, ?) ==> (2.733, 1.67)","T.Silva (DEF, ?) ==> (2.533, 1.548)","Disasi (DEF, ?) ==> (2.233, 1.365)","B.Badiashile (DEF, ?) ==> (2.067, 1.263)"
EVE,1,"Mykolenko (DEF, ?) ==> (5.167, 2.87)","Tarkowski (DEF, ?) ==> (3.667, 2.037)","Pickford (GKP, ?) ==> (3.467, 1.926)","Branthwaite (DEF, ?) ==> (3.333, 1.852)","Young (DEF, ?) ==> (2.467, 1.37)"
WOL,1,"Bentley (GKP, ?) ==> (6.267, 3.481)","Toti (DEF, ?) ==> (2.6, 1.444)","N.Semedo (DEF, ?) ==> (2.333, 1.296)","Dawson (DEF, ?) ==> (2.1, 1.167)","Kilman (DEF, ?) ==> (2.0, 1.111)"
ARS,0,"Zinchenko (DEF, ?) ==> (4.867, 2.433)","Saliba (DEF, ?) ==> (4.2, 2.1)","Tomiyasu (DEF, ?) ==> (3.8, 1.9)","White (DEF, ?) ==> (3.3, 1.65)","Gabriel (DEF, ?) ==> (2.867, 1.433)"
BHA,0,"Steele (GKP, ?) ==> (1.733, 0.867)","Verbruggen (GKP, ?) ==> (1.533, 0.767)","Van Hecke (DEF, ?) ==> (1.4, 0.7)","Igor (DEF, ?) ==> (1.267, 0.633)","Veltman (DEF, ?) ==> (1.2, 0.6)"
CRY,-1,"Andersen (DEF, ?) ==> (3.267, 1.452)","Johnstone (GKP, ?) ==> (2.8, 1.244)","Mitchell (DEF, ?) ==> (2.8, 1.244)","Guéhi (DEF, ?) ==> (2.6, 1.156)","Ward (DEF, ?) ==> (2.4, 1.067)"
TOT,-1,"Pedro Porro (DEF, ?) ==> (3.867, 1.719)","Romero (DEF, ?) ==> (3.667, 1.63)","Vicario (GKP, ?) ==> (2.833, 1.259)","Udogie (DEF, ?) ==> (1.767, 0.785)","Davies (DEF, ?) ==> (1.2, 0.533)"
NFO,-1,"Toffolo (DEF, ?) ==> (2.467, 1.096)","Aina (DEF, ?) ==> (2.133, 0.948)","Odysseas (GKP, ?) ==> (2.0, 0.889)","Murillo (DEF, ?) ==> (1.8, 0.8)","Aurier (DEF, ?) ==> (1.733, 0.77)"
BOU,-1,"Neto (GKP, ?) ==> (4.2, 1.867)","Senesi (DEF, ?) ==> (3.267, 1.452)","Smith (DEF, ?) ==> (2.6, 1.156)","Zabarnyi (DEF, ?) ==> (2.367, 1.052)","Kerkez (DEF, ?) ==> (2.2, 0.978)"
FUL,-2,"Leno (GKP, ?) ==> (3.467, 1.348)","Robinson (DEF, ?) ==> (2.933, 1.141)","Tete (DEF, ?) ==> (2.733, 1.063)","Castagne (DEF, ?) ==> (2.4, 0.933)","Bassey (DEF, ?) ==> (1.533, 0.596)"
