team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
MCI,7,"Gvardiol (DEF, ?) ==> (5.696, 9.605)","Stones (DEF, ?) ==> (2.967, 6.272)","Lewis (DEF, ?) ==> (2.746, 3.358)","Ederson M. (GKP, ?) ==> (1.922, 2.025)","Akanji (DEF, ?) ==> (1.588, 2.025)"
TOT,6,"Van de Ven (DEF, ?) ==> (3.92, 7.296)","Romero (DEF, ?) ==> (3.286, 4.333)","Pedro Porro (DEF, ?) ==> (2.985, 3.704)","Vicario (GKP, ?) ==> (2.952, 4.333)","Udogie (DEF, ?) ==> (2.095, 3.333)"
NFO,5,"Sels (GKP, ?) ==> (5.063, 7.432)","Milenković (DEF, ?) ==> (4.015, 5.198)","Murillo (DEF, ?) ==> (3.651, 5.272)","Aina (DEF, ?) ==> (3.492, 4.321)","Alex Moreno (DEF, ?) ==> (2.824, 4.321)"
MUN,4,"Onana (GKP, ?) ==> (4.224, 4.358)","Dalot (DEF, ?) ==> (3.161, 3.42)","Evans (DEF, ?) ==> (2.633, 5.012)","De Ligt (DEF, ?) ==> (2.113, 1.531)","Mazraoui (DEF, ?) ==> (1.701, 0.864)"
LIV,2,"Konaté (DEF, ?) ==> (4.698, 5.21)","Alexander-Arnold (DEF, ?) ==> (4.319, 4.309)","Virgil (DEF, ?) ==> (4.286, 4.593)","A.Becker (GKP, ?) ==> (4.143, 4.889)","Tsimikas (DEF, ?) ==> (1.666, 2.593)"
AVL,2,"Martinez (GKP, ?) ==> (5.251, 6.975)","Digne (DEF, ?) ==> (3.809, 4.593)","Pau (DEF, ?) ==> (2.618, 3.444)","Diego Carlos (DEF, ?) ==> (2.379, 3.444)","Cash (DEF, ?) ==> (2.173, 3.16)"
EVE,1,"Pickford (GKP, ?) ==> (6.218, 8.21)","Keane (DEF, ?) ==> (5.505, 7.21)","Young (DEF, ?) ==> (4.505, 5.716)","Tarkowski (DEF, ?) ==> (4.251, 5.58)","Mykolenko (DEF, ?) ==> (2.427, 3.296)"
BHA,1,"Verbruggen (GKP, ?) ==> (3.015, 3.827)","Veltman (DEF, ?) ==> (2.985, 2.988)","Dunk (DEF, ?) ==> (2.286, 2.296)","Igor (DEF, ?) ==> (1.776, 2.605)","F.Kadıoğlu (DEF, ?) ==> (1.57, 2.296)"
LEI,1,"Justin (DEF, ?) ==> (6.171, 8.16)","Hermansen (GKP, ?) ==> (3.824, 4.457)","Okoli (DEF, ?) ==> (2.427, 3.296)","Faes (DEF, ?) ==> (2.349, 2.605)","Kristiansen (DEF, ?) ==> (1.809, 2.296)"
BRE,1,"Pinnock (DEF, ?) ==> (4.251, 5.58)","Collins (DEF, ?) ==> (3.92, 4.753)","Flekken (GKP, ?) ==> (2.746, 2.765)","Van den Berg (DEF, ?) ==> (1.158, 1.383)","Roerslev (DEF, ?) ==> (0.794, 0.716)"
FUL,0,"Leno (GKP, ?) ==> (3.666, 4.0)","Robinson (DEF, ?) ==> (3.095, 3.0)","Tete (DEF, ?) ==> (2.206, 2.333)","Andersen (DEF, ?) ==> (1.967, 2.333)","Bassey (DEF, ?) ==> (1.952, 2.0)"
CHE,0,"Sánchez (GKP, ?) ==> (3.462, 2.667)","Colwill (DEF, ?) ==> (1.525, 1.0)","Gusto (DEF, ?) ==> (1.158, 1.333)","Cucurella (DEF, ?) ==> (0.922, 0.333)","W.Fofana (DEF, ?) ==> (0.731, 0.333)"
WHU,0,"Kilman (DEF, ?) ==> (1.477, 1.0)","Areola (GKP, ?) ==> (1.334, 1.0)","Wan-Bissaka (DEF, ?) ==> (1.254, 1.333)","Mavropanos (DEF, ?) ==> (1.128, 0.667)","Todibo (DEF, ?) ==> (1.111, 1.333)"
NEW,-1,"Pope (GKP, ?) ==> (4.095, 3.852)","Burn (DEF, ?) ==> (3.173, 3.346)","Trippier (DEF, ?) ==> (2.681, 2.988)","Hall (DEF, ?) ==> (2.508, 2.494)","Schär (DEF, ?) ==> (2.364, 2.494)"
BOU,-2,"Senesi (DEF, ?) ==> (3.188, 3.259)","Zabarnyi (DEF, ?) ==> (2.92, 2.938)","Kerkez (DEF, ?) ==> (2.872, 2.79)","Arrizabalaga (GKP, ?) ==> (2.872, 2.938)","Smith (DEF, ?) ==> (1.746, 1.568)"
ARS,-3,"Gabriel (DEF, ?) ==> (2.734, 1.185)","Raya (GKP, ?) ==> (2.591, 1.185)","J.Timber (DEF, ?) ==> (1.731, 0.741)","Calafiori (DEF, ?) ==> (1.286, 0.778)","Kiwior (DEF, ?) ==> (0.302, 0.185)"
CRY,-4,"Guéhi (DEF, ?) ==> (3.776, 2.951)","Henderson (GKP, ?) ==> (2.588, 1.938)","Lacroix (DEF, ?) ==> (2.317, 2.272)","Mitchell (DEF, ?) ==> (1.683, 1.136)","Clyne (DEF, ?) ==> (1.666, 0.815)"
IPS,-6,"Muric (GKP, ?) ==> (2.286, 1.556)","Davis (DEF, ?) ==> (1.525, 0.556)","O'Shea (DEF, ?) ==> (0.889, 0.37)","Woolfenden (DEF, ?) ==> (0.349, 0.037)","Burgess (DEF, ?) ==> (0.254, 0.037)"
SOU,-7,"Harwood-Bellis (DEF, ?) ==> (2.317, 0.42)","Sugawara (DEF, ?) ==> (2.143, 0.444)","Ramsdale (GKP, ?) ==> (1.651, 1.321)","Walker-Peters (DEF, ?) ==> (1.302, -0.049)","Manning (DEF, ?) ==> (1.015, 0.469)"
