team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
NFO,7.0,"Sels (GKP, ?) ==> (3.0, 4.056)","Aina (DEF, ?) ==> (2.0, 3.056)","Murillo (DEF, ?) ==> (2.0, 3.056)","N.Williams (DEF, ?) ==> (1.0, 2.766)","Milenković (DEF, ?) ==> (5.0, 2.667)"
WHU,5.0,"Areola (GKP, ?) ==> (1.0, 3.222)","Wan-Bissaka (DEF, ?) ==> (2.0, 2.056)","Kilman (DEF, ?) ==> (1.5, 1.778)","Cresswell (DEF, ?) ==> (0.0, 0.0)","Scarles (DEF, ?) ==> (0.0, 0.0)"
ARS,4.0,"Raya (GKP, ?) ==> (3.0, 2.833)","Saliba (DEF, ?) ==> (2.0, 2.389)","Gabriel (DEF, ?) ==> (2.0, 2.167)","J.Timber (DEF, ?) ==> (2.0, 2.167)","Calafiori (DEF, ?) ==> (0.5, 0.739)"
EVE,4.0,"Pickford (GKP, ?) ==> (2.0, 2.944)","Branthwaite (DEF, ?) ==> (1.0, 2.444)","Tarkowski (DEF, ?) ==> (2.0, 2.167)","Mykolenko (DEF, ?) ==> (2.0, 1.944)","O'Brien (DEF, ?) ==> (0.0, 0.0)"
WOL,2.0,"José Sá (GKP, ?) ==> (2.0, 2.611)","Doherty (DEF, ?) ==> (1.0, 1.925)","N.Semedo (DEF, ?) ==> (1.0, 1.722)","Toti (DEF, ?) ==> (1.0, 1.722)","Aït-Nouri (DEF, ?) ==> (1.0, 1.222)"
MUN,0.0,"Onana (GKP, ?) ==> (2.0, 1.917)","De Ligt (DEF, ?) ==> (1.0, 1.452)","Mazraoui (DEF, ?) ==> (1.5, 1.417)","Dalot (DEF, ?) ==> (1.0, 1.25)","Maguire (DEF, ?) ==> (0.5, 0.862)"
LEI,0.0,"Hermansen (GKP, ?) ==> (1.5, 2.083)","Justin (DEF, ?) ==> (1.0, 1.0)","Faes (DEF, ?) ==> (1.0, 1.0)","Kristiansen (DEF, ?) ==> (1.0, 1.0)","Thomas (DEF, ?) ==> (0.0, 0.0)"
MCI,-1.0,"Ederson M. (GKP, ?) ==> (1.0, 2.139)","Rúben (DEF, ?) ==> (1.0, 1.889)","Gvardiol (DEF, ?) ==> (2.0, 1.278)","Lewis (DEF, ?) ==> (1.0, 1.193)","Khusanov (DEF, ?) ==> (0.0, 0.0)"
FUL,-2.0,"Leno (GKP, ?) ==> (2.0, 2.278)","Andersen (DEF, ?) ==> (0.5, 1.389)","Bassey (DEF, ?) ==> (2.0, 1.278)","Robinson (DEF, ?) ==> (2.0, 1.056)","Castagne (DEF, ?) ==> (1.0, 0.086)"
BOU,-2.0,"Arrizabalaga (GKP, ?) ==> (2.0, 1.944)","Huijsen (DEF, ?) ==> (1.0, 1.778)","Kerkez (DEF, ?) ==> (2.0, 1.278)","Zabarnyi (DEF, ?) ==> (2.0, 1.278)","Hill (DEF, ?) ==> (0.0, 0.0)"
BHA,-3.0,"Verbruggen (GKP, ?) ==> (2.0, 1.833)","Van Hecke (DEF, ?) ==> (1.5, 1.333)","Estupiñan (DEF, ?) ==> (1.0, 1.084)","Lamptey (DEF, ?) ==> (0.0, 0.0)","Webster (DEF, ?) ==> (0.0, 0.0)"
IPS,-3.0,"Greaves (DEF, ?) ==> (0.5, 1.333)","O'Shea (DEF, ?) ==> (1.0, 1.167)","Davis (DEF, ?) ==> (1.0, 0.667)","Woolfenden (DEF, ?) ==> (0.0, 0.0)","Palmer (GKP, ?) ==> (0.0, 0.0)"
SOU,-3.0,"Ramsdale (GKP, ?) ==> (2.0, 2.083)","Bednarek (DEF, ?) ==> (1.0, 1.167)","Harwood-Bellis (DEF, ?) ==> (1.0, 1.167)","Walker-Peters (DEF, ?) ==> (1.0, 0.167)","Welington (DEF, ?) ==> (0.0, 0.0)"
TOT,-4.0,"Vicario (GKP, ?) ==> (1.0, 1.889)","Pedro Porro (DEF, ?) ==> (2.0, 1.056)","Udogie (DEF, ?) ==> (1.0, 0.742)","Spence (DEF, ?) ==> (0.0, 0.163)","Danso (DEF, ?) ==> (0.0, 0.0)"
CHE,-4.0,"Cucurella (DEF, ?) ==> (1.5, 1.278)","Colwill (DEF, ?) ==> (1.0, 1.056)","Gusto (DEF, ?) ==> (1.0, 0.721)","Tosin (DEF, ?) ==> (0.5, 0.206)","Jørgensen (GKP, ?) ==> (0.0, 0.0)"
BRE,-5.0,"Flekken (GKP, ?) ==> (3.0, 1.778)","Pinnock (DEF, ?) ==> (1.0, 0.944)","Collins (DEF, ?) ==> (1.0, 0.722)","Ajer (DEF, ?) ==> (0.0, 0.549)","Kayode (DEF, ?) ==> (0.0, 0.0)"
