team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
LIV,11,"A.Becker (GKP, ~) ==> (1.5, 6.833)","Virgil (DEF, ~) ==> (3.5, 6.056)","Alexander-Arnold (DEF, 3↑) ==> (3.0, 6.056)","Konaté (DEF, 3↑) ==> (1.0, 5.222)","Robertson (DEF, ~) ==> (1.5, 3.446)"
CRY,6,"Henderson (GKP, 2↓) ==> (2.0, 3.167)","Guéhi (DEF, ~) ==> (2.0, 2.833)","Lacroix (DEF, 2↓) ==> (2.0, 2.833)","Muñoz (DEF, 2↑) ==> (2.0, 2.167)","C.Richards (DEF, ~) ==> (0.0, 0.386)"
NFO,3,"Sels (GKP, 2↓) ==> (3.0, 3.167)","Milenković (DEF, 2↓) ==> (5.0, 2.5)","Aina (DEF, ~) ==> (2.0, 2.167)","Murillo (DEF, 2↓) ==> (2.0, 2.167)","N.Williams (DEF, ~) ==> (1.0, 2.019)"
MUN,3,"Onana (GKP, 4↑) ==> (2.0, 2.5)","Martinez (DEF, 6↑) ==> (1.0, 1.833)","Mazraoui (DEF, 4↑) ==> (1.0, 1.833)","De Ligt (DEF, ~) ==> (1.0, 1.648)","Dalot (DEF, 4↑) ==> (1.0, 1.5)"
EVE,2,"Pickford (GKP, 2↑) ==> (2.0, 5.333)","Branthwaite (DEF, 4↑) ==> (1.0, 4.222)","Tarkowski (DEF, 4↑) ==> (2.0, 3.444)","Mykolenko (DEF, 4↑) ==> (2.0, 3.333)","O'Brien (DEF, 4↑) ==> (0.0, 0.0)"
AVL,2,"Martinez (GKP, ~) ==> (2.0, 2.5)","Konsa (DEF, ~) ==> (1.0, 1.722)","Digne (DEF, ~) ==> (2.0, 1.56)","Cash (DEF, ~) ==> (1.0, 1.515)","Mings (DEF, ~) ==> (0.0, 0.0)"
BHA,1,"Verbruggen (GKP, 1↓) ==> (2.0, 2.278)","Van Hecke (DEF, ~) ==> (1.0, 1.611)","Veltman (DEF, ~) ==> (1.0, 1.611)","Dunk (DEF, ~) ==> (1.0, 1.611)","Estupiñan (DEF, 2↓) ==> (1.0, 1.611)"
CHE,1,"Sánchez (GKP, ~) ==> (2.0, 2.611)","Chalobah (DEF, ~) ==> (1.0, 2.04)","Cucurella (DEF, ~) ==> (1.0, 1.611)","Colwill (DEF, 1↓) ==> (1.0, 1.611)","Tosin (DEF, ~) ==> (0.0, 0.0)"
IPS,1,"Greaves (DEF, 3↑) ==> (0.0, 2.0)","O'Shea (DEF, 1↓) ==> (1.0, 1.611)","Davis (DEF, 1↓) ==> (1.0, 1.111)","Johnson (DEF, ~) ==> (0.0, 0.528)","Walton (GKP, ~) ==> (0.0, 0.0)"
ARS,0,"Raya (GKP, 4↑) ==> (3.0, 2.167)","Gabriel (DEF, 4↑) ==> (2.0, 1.5)","Saliba (DEF, 5↑) ==> (2.0, 1.5)","J.Timber (DEF, 3↑) ==> (2.0, 1.5)","Calafiori (DEF, 4↑) ==> (0.0, 0.434)"
