team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
BHA,6,"Veltman (DEF, ?) ==> (4.0, 3.333)","Steele (GKP, ?) ==> (3.75, 3.125)","Dunk (DEF, ?) ==> (3.3, 2.75)","Van Hecke (DEF, ?) ==> (3.0, 2.5)","Verbruggen (GKP, ?) ==> (2.65, 2.208)"
LIV,5,"A.Becker (GKP, ?) ==> (7.0, 5.444)","Alexander-Arnold (DEF, ?) ==> (6.7, 5.211)","Robertson (DEF, ?) ==> (6.0, 4.667)","Virgil (DEF, ?) ==> (6.0, 4.667)","Konaté (DEF, ?) ==> (4.7, 3.656)"
NEW,5,"Pope (GKP, ?) ==> (5.3, 4.122)","Krafth (DEF, ?) ==> (3.3, 2.567)","Livramento (DEF, ?) ==> (3.3, 2.567)","Hall (DEF, ?) ==> (2.3, 1.789)","Kelly (DEF, ?) ==> (2.3, 1.789)"
MUN,5,"Mazraoui (DEF, ?) ==> (4.3, 3.344)","Dalot (DEF, ?) ==> (3.0, 2.333)","Maguire (DEF, ?) ==> (2.7, 2.1)","Martinez (DEF, ?) ==> (2.7, 2.1)","Onana (GKP, ?) ==> (2.7, 2.1)"
AVL,3,"Digne (DEF, ?) ==> (3.7, 2.467)","Martinez (GKP, ?) ==> (2.0, 1.333)","Konsa (DEF, ?) ==> (1.7, 1.133)","Pau (DEF, ?) ==> (1.7, 1.133)","Cash (DEF, ?) ==> (1.25, 0.833)"
ARS,2,"Raya (GKP, ?) ==> (6.7, 4.094)","Gabriel (DEF, ?) ==> (4.7, 2.872)","Saliba (DEF, ?) ==> (4.7, 2.872)","White (DEF, ?) ==> (4.7, 2.872)","J.Timber (DEF, ?) ==> (2.7, 1.65)"
FUL,2,"Robinson (DEF, ?) ==> (4.3, 2.628)","Leno (GKP, ?) ==> (3.0, 1.833)","Diop (DEF, ?) ==> (2.0, 1.222)","Tete (DEF, ?) ==> (2.0, 1.222)","Bassey (DEF, ?) ==> (1.7, 1.039)"
WHU,2,"Kilman (DEF, ?) ==> (4.3, 2.628)","Mavropanos (DEF, ?) ==> (3.3, 2.017)","Areola (GKP, ?) ==> (2.7, 1.65)","Coufal (DEF, ?) ==> (2.7, 1.65)","Emerson (DEF, ?) ==> (2.3, 1.406)"
LEI,2,"Faes (DEF, ?) ==> (3.0, 1.833)","Hermansen (GKP, ?) ==> (2.3, 1.406)","Justin (DEF, ?) ==> (1.3, 0.794)","Kristiansen (DEF, ?) ==> (1.0, 0.611)","Vestergaard (DEF, ?) ==> (0.85, 0.519)"
MCI,1,"Lewis (DEF, ?) ==> (4.7, 2.611)","Ederson M. (GKP, ?) ==> (4.0, 2.222)","Gvardiol (DEF, ?) ==> (3.7, 2.056)","Akanji (DEF, ?) ==> (3.0, 1.667)","Rúben (DEF, ?) ==> (2.3, 1.278)"
SOU,1,"Sugawara (DEF, ?) ==> (3.3, 1.833)","McCarthy (GKP, ?) ==> (2.5, 1.389)","Walker-Peters (DEF, ?) ==> (1.7, 0.944)","Bednarek (DEF, ?) ==> (1.3, 0.722)","Stephens (DEF, ?) ==> (1.3, 0.722)"
TOT,0,"Romero (DEF, ?) ==> (5.7, 2.85)","Pedro Porro (DEF, ?) ==> (5.3, 2.65)","Van de Ven (DEF, ?) ==> (4.6, 2.3)","Udogie (DEF, ?) ==> (3.0, 1.5)","Vicario (GKP, ?) ==> (3.0, 1.5)"
