team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
MCI,25,"O’Reilly (DEF, ?) ==> (5.0, 20.411)","Donnarumma (GKP, ?) ==> (2.0, 17.222)","Matheus N. (DEF, ?) ==> (2.0, 15.556)","Gvardiol (DEF, ?) ==> (2.0, 15.556)","Rúben (DEF, ?) ==> (4.0, 13.056)"
ARS,24,"Gabriel (DEF, ?) ==> (9.0, 43.0)","J.Timber (DEF, ?) ==> (6.0, 40.667)","Calafiori (DEF, ?) ==> (6.0, 38.89)","Raya (GKP, ?) ==> (6.0, 31.667)","Saliba (DEF, ?) ==> (2.0, 15.333)"
CRY,22,"Henderson (GKP, ?) ==> (3.0, 15.722)","Mitchell (DEF, ?) ==> (6.0, 14.833)","Muñoz (DEF, ?) ==> (5.0, 14.833)","Lacroix (DEF, ?) ==> (4.0, 12.389)","Richards (DEF, ?) ==> (4.0, 12.389)"
CHE,13,"Chalobah (DEF, ?) ==> (6.0, 12.889)","Sánchez (GKP, ?) ==> (3.0, 12.056)","Gusto (DEF, ?) ==> (2.0, 10.522)","Cucurella (DEF, ?) ==> (6.0, 10.389)","Fofana (DEF, ?) ==> (0.0, 0.0)"
AVL,12,"Digne (DEF, ?) ==> (5.0, 13.413)","Martinez (GKP, ?) ==> (2.0, 12.167)","Cash (DEF, ?) ==> (2.0, 10.167)","Pau (DEF, ?) ==> (1.0, 9.456)","Konsa (DEF, ?) ==> (2.0, 8.833)"
BHA,11,"Verbruggen (GKP, ?) ==> (2.0, 12.056)","Van Hecke (DEF, ?) ==> (3.0, 9.944)","F.Kadıoğlu (DEF, ?) ==> (2.0, 9.944)","Dunk (DEF, ?) ==> (2.0, 8.722)","De Cuyper (DEF, ?) ==> (1.0, 1.33)"
BOU,10,"Petrović (GKP, ?) ==> (3.0, 15.278)","Truffert (DEF, ?) ==> (3.0, 10.833)","Senesi (DEF, ?) ==> (3.0, 8.611)","A.Jimenez (DEF, ?) ==> (0.0, 3.212)","Milosavljević (DEF, ?) ==> (0.0, 0.0)"
SUN,6,"Roefs (GKP, ?) ==> (4.0, 16.167)","Mukiele (DEF, ?) ==> (4.0, 8.833)","Hume (DEF, ?) ==> (2.0, 8.167)","Ballard (DEF, ?) ==> (2.0, 5.761)","Geertruida (DEF, ?) ==> (1.0, 2.168)"
TOT,4,"Vicario (GKP, ?) ==> (3.0, 13.389)","Romero (DEF, ?) ==> (2.0, 10.444)","Spence (DEF, ?) ==> (2.0, 10.444)","Pedro Porro (DEF, ?) ==> (4.0, 8.389)","Van de Ven (DEF, ?) ==> (2.0, 7.944)"
NEW,3,"Pope (GKP, ?) ==> (4.0, 13.167)","Trippier (DEF, ?) ==> (1.0, 10.333)","Burn (DEF, ?) ==> (2.0, 8.167)","Thiaw (DEF, ?) ==> (1.0, 7.833)","Schär (DEF, ?) ==> (1.0, 3.222)"
MUN,3,"Shaw (DEF, ?) ==> (2.0, 7.833)","Yoro (DEF, ?) ==> (1.0, 5.93)","De Ligt (DEF, ?) ==> (2.0, 5.333)","Dalot (DEF, ?) ==> (1.0, 5.006)","Lammens (GKP, ?) ==> (0.0, 0.0)"
EVE,-4,"Pickford (GKP, ?) ==> (2.0, 10.389)","O'Brien (DEF, ?) ==> (2.0, 7.056)","Mykolenko (DEF, ?) ==> (1.0, 7.056)","Tarkowski (DEF, ?) ==> (3.0, 6.611)","Keane (DEF, ?) ==> (4.0, 6.167)"
FUL,-6,"Leno (GKP, ?) ==> (2.0, 11.833)","Andersen (DEF, ?) ==> (3.0, 6.833)","Tete (DEF, ?) ==> (2.0, 6.833)","Bassey (DEF, ?) ==> (1.0, 6.833)","Castagne (DEF, ?) ==> (1.0, 1.367)"
LIV,-7,"Konaté (DEF, ?) ==> (3.0, 5.944)","Virgil (DEF, ?) ==> (3.0, 4.222)","Robertson (DEF, ?) ==> (0.0, 2.889)","Mamardashvili (GKP, ?) ==> (0.0, 0.0)","Gomez (DEF, ?) ==> (0.0, 0.0)"
BUR,-15,"Dúbravka (GKP, ?) ==> (2.0, 13.333)","Walker (DEF, ?) ==> (1.0, 3.333)","Hartman (DEF, ?) ==> (3.0, 1.667)","Estève (DEF, ?) ==> (1.0, 1.667)","Tuanzebe (DEF, ?) ==> (0.0, 0.0)"
WOL,-17,"Johnstone (GKP, ?) ==> (2.0, 8.944)","H.Bueno (DEF, ?) ==> (1.0, 6.8)","S.Bueno (DEF, ?) ==> (1.0, 5.611)","Krejčí (DEF, ?) ==> (1.0, 5.611)","Hoever (DEF, ?) ==> (0.0, 0.0)"
WHU,-18,"Areola (GKP, ?) ==> (2.0, 10.5)","Wan-Bissaka (DEF, ?) ==> (1.0, 4.14)","Diouf (DEF, ?) ==> (2.0, 3.0)","Kilman (DEF, ?) ==> (1.0, 3.0)","Todibo (DEF, ?) ==> (0.0, 1.341)"
BRE,-19,"Kelleher (GKP, ?) ==> (2.0, 6.222)","Kayode (DEF, ?) ==> (2.0, 5.389)","Van den Berg (DEF, ?) ==> (3.0, 2.889)","Collins (DEF, ?) ==> (2.0, 2.889)","Ajer (DEF, ?) ==> (1.0, -0.053)"
LEE,-23,"Perri (GKP, ?) ==> (0.0, 10.0)","Gudmundsson (DEF, ?) ==> (1.0, 5.0)","Rodon (DEF, ?) ==> (2.0, 2.444)","Bogle (DEF, ?) ==> (2.0, 2.444)","Bijol (DEF, ?) ==> (0.0, 0.0)"
NFO,-24,"Sels (GKP, ?) ==> (2.0, 10.0)","N.Williams (DEF, ?) ==> (1.0, 5.0)","Milenković (DEF, ?) ==> (1.0, 5.0)","Murillo (DEF, ?) ==> (1.0, 4.833)","Savona (DEF, ?) ==> (0.0, -0.169)"
