team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
LIV,18,"Bradley (DEF, vv) ==> (12.666, 31.666)","A.Becker (GKP, v) ==> (3.794, 9.486)","Gomez (DEF, vv) ==> (3.755, 9.388)","Virgil (DEF, vv) ==> (3.494, 8.736)","Konaté (DEF, vvv) ==> (2.133, 5.332)"
MCI,18,"Walker (DEF, ~) ==> (3.009, 9.027)","Aké (DEF, ~) ==> (2.689, 8.066)","Ederson M. (GKP, ~) ==> (2.227, 6.681)","Gvardiol (DEF, ~) ==> (2.133, 6.398)","Rúben (DEF, ~) ==> (1.742, 5.225)"
ARS,15,"Gabriel (DEF, vvv) ==> (4.517, 10.539)","Zinchenko (DEF, vv) ==> (4.267, 9.957)","Raya (GKP, v) ==> (3.815, 8.901)","Saliba (DEF, vv) ==> (3.433, 8.009)","White (DEF, vv) ==> (3.309, 7.721)"
AVL,13,"Alex Moreno (DEF, ^^^) ==> (4.722, 10.494)","Martinez (GKP, ^^) ==> (4.517, 10.037)","Lenglet (DEF, ^^^) ==> (3.567, 7.928)","Diego Carlos (DEF, ^^^) ==> (2.835, 6.3)","Konsa (DEF, vv) ==> (2.638, 5.863)"
NEW,9,"Trippier (DEF, ^^^) ==> (5.206, 10.411)","Schär (DEF, vv) ==> (4.27, 8.539)","Dubravka (GKP, vv) ==> (2.856, 5.712)","Burn (DEF, vvv) ==> (2.689, 5.378)","Botman (DEF, vv) ==> (2.545, 5.09)"
EVE,8,"Pickford (GKP, vv) ==> (5.084, 9.886)","Branthwaite (DEF, ^^^) ==> (4.384, 8.525)","Mykolenko (DEF, vv) ==> (4.3, 8.361)","Tarkowski (DEF, vv) ==> (3.629, 7.057)","Coleman (DEF, vv) ==> (3.042, 5.914)"
WOL,8,"Kilman (DEF, vv) ==> (3.135, 6.095)","José Sá (GKP, vv) ==> (3.115, 6.056)","Dawson (DEF, vv) ==> (2.762, 5.37)","Toti (DEF, vv) ==> (2.424, 4.713)","Doherty (DEF, v) ==> (1.867, 3.631)"
MUN,2,"Onana (GKP, ^^^) ==> (3.638, 5.862)","Shaw (DEF, ^^^) ==> (3.0, 4.833)","Dalot (DEF, ^^^) ==> (2.947, 4.748)","Maguire (DEF, ^^^) ==> (2.918, 4.701)","Martinez (DEF, ^^^) ==> (1.806, 2.909)"
BHA,2,"Estupiñan (DEF, vv) ==> (3.742, 6.028)","Steele (GKP, vv) ==> (3.206, 5.165)","Dunk (DEF, ^^^) ==> (3.146, 5.069)","Van Hecke (DEF, ~) ==> (2.329, 3.753)","Lamptey (DEF, ^^^) ==> (2.115, 3.407)"
TOT,0,"Udogie (DEF, ~) ==> (3.826, 3.826)","Pedro Porro (DEF, vv) ==> (3.442, 3.442)","Romero (DEF, vv) ==> (2.607, 2.607)","Vicario (GKP, v) ==> (2.474, 2.474)","Van de Ven (DEF, v) ==> (2.421, 2.421)"
FUL,-1,"Leno (GKP, vv) ==> (3.638, 5.255)","Robinson (DEF, ^^) ==> (3.249, 4.694)","Tosin (DEF, vv) ==> (3.185, 4.601)","Diop (DEF, vv) ==> (2.876, 4.155)","Castagne (DEF, vv) ==> (2.576, 3.721)"
CHE,-2,"Petrović (GKP, vv) ==> (3.958, 3.519)","T.Silva (DEF, ^^^) ==> (3.435, 3.053)","Colwill (DEF, vv) ==> (2.733, 2.429)","Gusto (DEF, vv) ==> (2.133, 1.896)","Disasi (DEF, vvv) ==> (1.812, 1.611)"
LUT,-3,"Doughty (DEF, ~) ==> (3.897, 5.195)","Osho (DEF, ^) ==> (3.526, 4.701)","Kaminski (GKP, vv) ==> (2.958, 3.945)","Bell (DEF, vv) ==> (2.144, 2.858)","Burke (DEF, v) ==> (2.115, 2.819)"
WHU,-4,"Areola (GKP, vv) ==> (3.351, 4.281)","Mavropanos (DEF, vv) ==> (2.483, 3.173)","Emerson (DEF, v) ==> (2.103, 2.688)","Zouma (DEF, v) ==> (2.042, 2.609)","Johnson (DEF, v) ==> (1.733, 2.214)"
CRY,-6,"Andersen (DEF, ^) ==> (2.474, 2.887)","Mitchell (DEF, vv) ==> (1.907, 2.225)","Guéhi (DEF, vv) ==> (1.874, 2.187)","Clyne (DEF, vv) ==> (1.227, 1.432)","C.Richards (DEF, vv) ==> (0.671, 0.783)"
NFO,-13,"G.Montiel (DEF, v) ==> (2.009, 1.563)","Sels (GKP, ^^^) ==> (2.0, 1.556)","Murillo (DEF, ~) ==> (1.733, 1.348)","Williams (DEF, ^) ==> (1.424, 1.107)","Omobamidele (DEF, ~) ==> (1.0, 0.778)"
BUR,-15,"Assignon (DEF, ^^^) ==> (4.0, 2.667)","Trafford (GKP, ~) ==> (2.318, 1.545)","Al-Dakhil (DEF, vv) ==> (2.073, 1.382)","O'Shea (DEF, v) ==> (1.609, 1.073)","Vitinho (DEF, v) ==> (1.609, 1.073)"
SHU,-15,"Foderingham (GKP, v) ==> (1.918, 1.279)","Bogle (DEF, vvv) ==> (1.165, 0.777)","Robinson (DEF, ~) ==> (0.824, 0.549)","Trusty (DEF, vv) ==> (0.794, 0.53)","Larouci (DEF, vv) ==> (0.547, 0.365)"
BOU,-16,"Neto (GKP, ~) ==> (3.112, 1.902)","Senesi (DEF, v) ==> (2.298, 1.404)","Smith (DEF, ~) ==> (2.227, 1.361)","Zabarnyi (DEF, ~) ==> (1.794, 1.097)","Kelly (DEF, ~) ==> (1.733, 1.059)"
BRE,-18,"Flekken (GKP, ^^^) ==> (3.32, 3.32)","Mee (DEF, vv) ==> (2.753, 2.753)","Pinnock (DEF, v) ==> (1.865, 1.865)","Collins (DEF, v) ==> (1.865, 1.865)","Roerslev (DEF, v) ==> (1.815, 1.815)"
