team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
MCI,20,"Foden (MID, ^^^) ==> (7.013, 21.819)","De Bruyne (MID, ~) ==> (6.888, 21.428)","J.Alvarez (FWD, vv) ==> (5.391, 16.772)","Rodrigo (MID, vv) ==> (4.62, 14.374)","Bernardo (MID, v) ==> (4.412, 13.727)"
ARS,17,"Saka (MID, ^) ==> (6.435, 15.73)","Martinelli (MID, ^^) ==> (5.91, 14.447)","Gabriel (DEF, vvv) ==> (4.517, 11.041)","Trossard (MID, ^^^) ==> (4.279, 10.459)","Zinchenko (DEF, vv) ==> (4.267, 10.431)"
LIV,17,"Bradley (DEF, vv) ==> (12.666, 30.962)","Diogo J. (MID, vv) ==> (6.857, 16.762)","Luis Díaz (MID, ~) ==> (4.722, 11.544)","Darwin (FWD, vv) ==> (4.176, 10.209)","A.Becker (GKP, v) ==> (3.794, 9.275)"
AVL,11,"Watkins (FWD, ^^^) ==> (7.217, 15.235)","Alex Moreno (DEF, ^^^) ==> (4.722, 9.97)","Martinez (GKP, ^^) ==> (4.517, 9.535)","Bailey (MID, ^^) ==> (4.391, 9.27)","McGinn (MID, ^^^) ==> (3.938, 8.314)"
NEW,9,"Trippier (DEF, ^^^) ==> (5.206, 10.411)","Gordon (MID, ~) ==> (4.618, 9.236)","Schär (DEF, vv) ==> (4.27, 8.539)","Longstaff (MID, ^^^) ==> (4.217, 8.434)","Isak (FWD, vv) ==> (3.721, 7.443)"
BHA,4,"Gross (MID, ^^^) ==> (4.929, 8.489)","João Pedro (FWD, ^^^) ==> (3.753, 6.463)","Estupiñan (DEF, vv) ==> (3.742, 6.444)","Hinshelwood (MID, ^^^) ==> (3.691, 6.357)","Steele (GKP, vv) ==> (3.206, 5.521)"
MUN,3,"Højlund (FWD, ~) ==> (5.745, 9.575)","Garnacho (MID, ^^^) ==> (4.57, 7.616)","Rashford (MID, ~) ==> (4.34, 7.234)","B.Fernandes (MID, ^^) ==> (3.929, 6.549)","Mainoo (MID, ~) ==> (3.764, 6.273)"
TOT,3,"Richarlison (MID, ^^^) ==> (7.034, 8.206)","Maddison (MID, ~) ==> (5.112, 5.964)","Werner (FWD, v) ==> (4.0, 4.667)","Udogie (DEF, ~) ==> (3.826, 4.463)","Pedro Porro (DEF, vv) ==> (3.442, 4.015)"
WOL,3,"Neto (MID, ~) ==> (5.773, 9.622)","Cunha (FWD, ^^^) ==> (5.693, 9.489)","Sarabia (MID, v) ==> (3.638, 6.064)","Kilman (DEF, vv) ==> (3.135, 5.225)","José Sá (GKP, vv) ==> (3.115, 5.191)"
LUT,2,"Morris (FWD, ^^^) ==> (5.352, 8.622)","Adebayo (FWD, ~) ==> (5.272, 8.493)","Barkley (MID, ^^^) ==> (4.899, 7.893)","Doughty (DEF, ~) ==> (3.897, 6.278)","Osho (DEF, ^) ==> (3.526, 5.68)"
