team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
LIV,13,"Bradley (DEF, ?) ==> (2.25, 3.875)","Alexander-Arnold (DEF, ?) ==> (2.2, 3.789)","A.Becker (GKP, ?) ==> (1.9, 3.272)","Tsimikas (DEF, ?) ==> (1.85, 3.186)","Kelleher (GKP, ?) ==> (1.7, 2.928)"
NEW,12,"Trippier (DEF, ?) ==> (2.0, 3.333)","Pope (GKP, ?) ==> (1.9, 3.167)","Schär (DEF, ?) ==> (1.7, 2.833)","Dúbravka (GKP, ?) ==> (1.65, 2.75)","Botman (DEF, ?) ==> (1.5, 2.5)"
MCI,11,"Gvardiol (DEF, ?) ==> (2.2, 3.544)","Walker (DEF, ?) ==> (1.9, 3.061)","Akanji (DEF, ?) ==> (1.85, 2.981)","Ederson M. (GKP, ?) ==> (1.7, 2.739)","Aké (DEF, ?) ==> (1.7, 2.739)"
ARS,10,"White (DEF, ?) ==> (2.45, 3.811)","Saliba (DEF, ?) ==> (2.15, 3.344)","Raya (GKP, ?) ==> (2.1, 3.267)","Gabriel (DEF, ?) ==> (2.05, 3.189)","Zinchenko (DEF, ?) ==> (1.95, 3.033)"
TOT,8,"Pedro Porro (DEF, ?) ==> (1.95, 2.817)","Romero (DEF, ?) ==> (1.6, 2.311)","Van de Ven (DEF, ?) ==> (1.5, 2.167)","Reguilón (DEF, ?) ==> (1.5, 2.167)","Vicario (GKP, ?) ==> (1.45, 2.094)"
CHE,3,"Sánchez (GKP, ?) ==> (1.85, 2.158)","Tosin (DEF, ?) ==> (1.65, 1.925)","Petrović (GKP, ?) ==> (1.55, 1.808)","Chalobah (DEF, ?) ==> (1.5, 1.75)","Colwill (DEF, ?) ==> (1.4, 1.633)"
MUN,3,"Onana (GKP, ?) ==> (1.75, 2.042)","Maguire (DEF, ?) ==> (1.65, 1.925)","Lindelof (DEF, ?) ==> (1.65, 1.925)","Dalot (DEF, ?) ==> (1.55, 1.808)","Shaw (DEF, ?) ==> (1.3, 1.517)"
WHU,1,"Areola (GKP, ?) ==> (1.85, 1.953)","Coufal (DEF, ?) ==> (1.2, 1.267)","Fabianski (GKP, ?) ==> (1.2, 1.267)","Emerson (DEF, ?) ==> (1.15, 1.214)","Zouma (DEF, ?) ==> (1.15, 1.214)"
CRY,1,"Muñoz (DEF, ?) ==> (1.75, 1.847)","Johnstone (GKP, ?) ==> (1.7, 1.794)","Andersen (DEF, ?) ==> (1.6, 1.689)","Mitchell (DEF, ?) ==> (1.6, 1.689)","Clyne (DEF, ?) ==> (1.35, 1.425)"
EVE,0,"Pickford (GKP, ?) ==> (2.0, 2.0)","Mykolenko (DEF, ?) ==> (1.8, 1.8)","Branthwaite (DEF, ?) ==> (1.75, 1.75)","Tarkowski (DEF, ?) ==> (1.55, 1.55)","Young (DEF, ?) ==> (1.25, 1.25)"
BOU,-1,"Travers (GKP, ?) ==> (2.4, 2.267)","Neto (GKP, ?) ==> (1.7, 1.606)","Senesi (DEF, ?) ==> (1.65, 1.558)","Smith (DEF, ?) ==> (1.45, 1.369)","Zabarnyi (DEF, ?) ==> (1.15, 1.086)"
FUL,-1,"Leno (GKP, ?) ==> (1.75, 1.653)","Castagne (DEF, ?) ==> (1.55, 1.464)","Robinson (DEF, ?) ==> (1.4, 1.322)","Diop (DEF, ?) ==> (1.2, 1.133)","Bassey (DEF, ?) ==> (1.15, 1.086)"
NFO,-2,"Boly (DEF, ?) ==> (1.45, 1.289)","Turner (GKP, ?) ==> (1.25, 1.111)","Toffolo (DEF, ?) ==> (1.15, 1.022)","Sels (GKP, ?) ==> (1.05, 0.933)","Aina (DEF, ?) ==> (1.0, 0.889)"
AVL,-3,"Martinez (GKP, ?) ==> (1.7, 1.417)","Olsen (GKP, ?) ==> (1.7, 1.417)","Pau (DEF, ?) ==> (1.45, 1.208)","Konsa (DEF, ?) ==> (1.3, 1.083)","Digne (DEF, ?) ==> (1.3, 1.083)"
BHA,-3,"Verbruggen (GKP, ?) ==> (1.6, 1.333)","Estupiñan (DEF, ?) ==> (1.5, 1.25)","Dunk (DEF, ?) ==> (1.35, 1.125)","Steele (GKP, ?) ==> (1.25, 1.042)","Van Hecke (DEF, ?) ==> (1.1, 0.917)"
BRE,-7,"Flekken (GKP, ?) ==> (1.6, 0.978)","Pinnock (DEF, ?) ==> (1.35, 0.825)","Collins (DEF, ?) ==> (1.3, 0.794)","Henry (DEF, ?) ==> (1.3, 0.794)","Ajer (DEF, ?) ==> (1.2, 0.733)"
LEI,-7,"Thomas (DEF, ?) ==> (0.3, 0.183)","Coady (DEF, ?) ==> (0.0, 0.0)","Faes (DEF, ?) ==> (0.0, 0.0)","Hermansen (GKP, ?) ==> (0.0, 0.0)","Iversen (GKP, ?) ==> (0.0, 0.0)"
SOU,-9,"Taylor (DEF, ?) ==> (0.85, 0.425)","Bazunu (GKP, ?) ==> (0.0, 0.0)","Bednarek (DEF, ?) ==> (0.0, 0.0)","Bella-Kotchap (DEF, ?) ==> (0.0, 0.0)","Bree (DEF, ?) ==> (0.0, 0.0)"
WOL,-12,"Bentley (GKP, ?) ==> (1.8, 0.6)","José Sá (GKP, ?) ==> (1.55, 0.517)","Dawson (DEF, ?) ==> (1.4, 0.467)","Toti (DEF, ?) ==> (1.15, 0.383)","Aït-Nouri (DEF, ?) ==> (1.15, 0.383)"
IPS,-17,"Muric (GKP, ?) ==> (2.35, 0.131)","Johnson (DEF, ?) ==> (0.6, 0.033)","Baggott (DEF, ?) ==> (0.0, 0.0)","Burgess (DEF, ?) ==> (0.0, 0.0)","Clarke (DEF, ?) ==> (0.0, 0.0)"
