team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
ARS,9,"Calafiori (DEF, ?) ==> (5.264, 6.285)","Raya (GKP, ?) ==> (4.742, 5.171)","J.Timber (DEF, ?) ==> (2.894, 3.428)","Hincapie (DEF, ?) ==> (1.184, 1.432)","White (DEF, ?) ==> (0.484, 0.969)"
MCI,6,"Rúben (DEF, ?) ==> (3.779, 5.06)","Gvardiol (DEF, ?) ==> (3.449, 4.684)","O’Reilly (DEF, ?) ==> (2.971, 3.263)","Matheus N. (DEF, ?) ==> (2.624, 3.249)","Donnarumma (GKP, ?) ==> (1.76, 2.152)"
EVE,5,"Tarkowski (DEF, ?) ==> (5.877, 6.616)","Keane (DEF, ?) ==> (4.846, 5.886)","Mykolenko (DEF, ?) ==> (4.581, 5.128)","O'Brien (DEF, ?) ==> (4.381, 4.732)","Pickford (GKP, ?) ==> (4.14, 4.568)"
CHE,4,"Chalobah (DEF, ?) ==> (4.298, 4.908)","Cucurella (DEF, ?) ==> (3.436, 4.095)","Sánchez (GKP, ?) ==> (3.09, 3.729)","Gusto (DEF, ?) ==> (2.257, 2.693)","Fofana (DEF, ?) ==> (0.79, 1.141)"
AVL,4,"Pau (DEF, ?) ==> (2.615, 3.01)","Martinez (GKP, ?) ==> (2.453, 2.838)","Cash (DEF, ?) ==> (2.538, 2.79)","Konsa (DEF, ?) ==> (2.538, 2.79)","Maatsen (DEF, ?) ==> (0.954, 1.321)"
NEW,4,"Burn (DEF, ?) ==> (3.696, 4.634)","Thiaw (DEF, ?) ==> (2.776, 3.201)","Livramento (DEF, ?) ==> (2.829, 3.028)","Hall (DEF, ?) ==> (1.45, 1.786)","Ramsdale (GKP, ?) ==> (0.637, 0.707)"
TOT,4,"Romero (DEF, ?) ==> (3.202, 3.745)","Pedro Porro (DEF, ?) ==> (2.624, 3.075)","Van de Ven (DEF, ?) ==> (2.776, 3.054)","Vicario (GKP, ?) ==> (2.245, 2.644)","Danso (DEF, ?) ==> (1.279, 1.728)"
BHA,1,"De Cuyper (DEF, ?) ==> (2.793, 3.013)","Dunk (DEF, ?) ==> (2.843, 2.941)","Van Hecke (DEF, ?) ==> (2.785, 2.862)","F.Kadıoğlu (DEF, ?) ==> (2.34, 2.442)","Verbruggen (GKP, ?) ==> (2.167, 2.263)"
FUL,1,"Andersen (DEF, ?) ==> (3.519, 3.646)","Bassey (DEF, ?) ==> (3.034, 3.143)","Tete (DEF, ?) ==> (2.795, 2.94)","Leno (GKP, ?) ==> (1.959, 2.073)","Castagne (DEF, ?) ==> (0.501, 0.598)"
CRY,0,"Muñoz (DEF, ?) ==> (5.692, 5.692)","Lacroix (DEF, ?) ==> (4.436, 4.436)","Richards (DEF, ?) ==> (4.359, 4.359)","Mitchell (DEF, ?) ==> (3.721, 3.721)","Henderson (GKP, ?) ==> (3.153, 3.153)"
MUN,-1,"Shaw (DEF, ?) ==> (2.372, 2.312)","Dalot (DEF, ?) ==> (2.002, 1.862)","Lammens (GKP, ?) ==> (1.833, 1.769)","Yoro (DEF, ?) ==> (1.48, 1.346)","Mazraoui (DEF, ?) ==> (1.226, 1.144)"
LEE,-1,"Rodon (DEF, ?) ==> (2.705, 2.624)","Gudmundsson (DEF, ?) ==> (2.295, 2.198)","Struijk (DEF, ?) ==> (2.299, 2.193)","Perri (GKP, ?) ==> (1.802, 1.712)","Bijol (DEF, ?) ==> (0.576, 0.514)"
BOU,-3,"Senesi (DEF, ?) ==> (3.527, 3.041)","Diakité (DEF, ?) ==> (2.766, 2.425)","Truffert (DEF, ?) ==> (2.719, 2.419)","Petrović (GKP, ?) ==> (2.341, 2.063)","Smith (DEF, ?) ==> (0.39, 0.263)"
SUN,-3,"Alderete (DEF, ?) ==> (3.352, 3.101)","Mukiele (DEF, ?) ==> (3.205, 2.946)","Ballard (DEF, ?) ==> (2.919, 2.597)","Roefs (GKP, ?) ==> (2.738, 2.534)","Reinildo (DEF, ?) ==> (2.738, 2.378)"
