team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
NEW,8,"Trippier (DEF, v) ==> (6.233, 49.864)","Schär (DEF, ~) ==> (4.5, 36.0)","Pope (GKP, ~) ==> (4.267, 34.136)","Lascelles (DEF, ~) ==> (4.2, 33.6)","Burn (DEF, vv) ==> (3.033, 24.264)"
CRY,8,"Mitchell (DEF, ^^^) ==> (4.667, 37.336)","Andersen (DEF, ~) ==> (4.5, 36.0)","Johnstone (GKP, ~) ==> (4.233, 33.864)","Guéhi (DEF, ~) ==> (3.4, 27.2)","Ward (DEF, ~) ==> (2.3, 18.4)"
ARS,7,"Raya (GKP, ~) ==> (4.167, 29.169)","White (DEF, ~) ==> (4.1, 28.7)","Saliba (DEF, ~) ==> (3.9, 27.3)","Zinchenko (DEF, ~) ==> (3.267, 22.869)","Tomiyasu (DEF, ^^^) ==> (2.433, 17.031)"
MCI,4,"Stones (DEF, ^^^) ==> (4.1, 16.4)","Walker (DEF, ^^) ==> (3.933, 15.732)","Aké (DEF, ^^) ==> (3.5, 14.0)","Ederson M. (GKP, ^^) ==> (3.4, 13.6)","Gvardiol (DEF, ~) ==> (3.167, 12.668)"
LIV,2,"A.Becker (GKP, ^) ==> (5.333, 10.666)","Virgil (DEF, ^) ==> (4.1, 8.2)","Tsimikas (DEF, ~) ==> (3.767, 7.534)","Alexander-Arnold (DEF, ~) ==> (3.7, 7.4)","Konaté (DEF, ^^) ==> (3.1, 6.2)"
BRE,2,"Pinnock (DEF, ^^^) ==> (4.967, 9.934)","Collins (DEF, ^^^) ==> (4.767, 9.534)","Flekken (GKP, ~) ==> (3.4, 6.8)","Ajer (DEF, ^) ==> (2.867, 5.734)","Roerslev (DEF, ^^^) ==> (2.033, 4.066)"
EVE,2,"Mykolenko (DEF, ^^^) ==> (5.467, 10.934)","Tarkowski (DEF, ~) ==> (2.967, 5.934)","Pickford (GKP, ~) ==> (2.733, 5.466)","Branthwaite (DEF, ^^^) ==> (2.633, 5.266)","Patterson (DEF, ^^^) ==> (2.033, 4.066)"
WHU,1,"Areola (GKP, v) ==> (2.9, 2.9)","Coufal (DEF, vv) ==> (2.533, 2.533)","Zouma (DEF, vv) ==> (2.1, 2.1)","N.Aguerd (DEF, ~) ==> (1.733, 1.733)","Cresswell (DEF, ^^^) ==> (1.567, 1.567)"
MUN,0,"Dalot (DEF, ~) ==> (4.133, 0.0)","Wan-Bissaka (DEF, ^^^) ==> (3.433, 0.0)","Onana (GKP, ^) ==> (3.367, 0.0)","Evans (DEF, ~) ==> (3.367, 0.0)","Maguire (DEF, ^^) ==> (2.967, 0.0)"
AVL,0,"Cash (DEF, ~) ==> (3.367, 0.0)","Konsa (DEF, v) ==> (2.8, 0.0)","Pau (DEF, vv) ==> (2.767, 0.0)","Digne (DEF, v) ==> (2.567, 0.0)","Martinez (GKP, vv) ==> (2.233, 0.0)"
BHA,0,"Verbruggen (GKP, ^^) ==> (2.167, 0.0)","Steele (GKP, ~) ==> (2.033, 0.0)","Dunk (DEF, ~) ==> (1.633, 0.0)","Van Hecke (DEF, ~) ==> (1.567, 0.0)","Veltman (DEF, ^) ==> (1.367, 0.0)"
TOT,-1,"Vicario (GKP, v) ==> (3.9, -0.256)","Van de Ven (DEF, vv) ==> (3.6, -0.278)","Romero (DEF, vv) ==> (3.567, -0.28)","Pedro Porro (DEF, vv) ==> (3.567, -0.28)","E.Royal (DEF, vv) ==> (1.433, -0.698)"
NFO,-1,"Toffolo (DEF, ^^^) ==> (5.5, -0.182)","Odysseas (GKP, ^^^) ==> (5.433, -0.184)","Aina (DEF, ^^^) ==> (3.767, -0.265)","Boly (DEF, vv) ==> (3.3, -0.303)","Niakhaté (DEF, ^^^) ==> (1.9, -0.526)"
CHE,-3,"Sanchez (GKP, ~) ==> (3.133, -0.958)","Disasi (DEF, v) ==> (2.967, -1.011)","T.Silva (DEF, v) ==> (2.2, -1.364)","Cucurella (DEF, ~) ==> (1.533, -1.957)","James (DEF, ~) ==> (1.433, -2.094)"
FUL,-3,"Leno (GKP, ~) ==> (3.7, -0.811)","Ream (DEF, ~) ==> (2.767, -1.084)","Castagne (DEF, ~) ==> (2.5, -1.2)","Robinson (DEF, ~) ==> (1.533, -1.957)","Bassey (DEF, ^^^) ==> (1.167, -2.571)"
WOL,-3,"José Sá (GKP, vv) ==> (2.633, -1.139)","Toti (DEF, ^^) ==> (2.167, -1.384)","Kilman (DEF, v) ==> (1.533, -1.957)","Dawson (DEF, vv) ==> (1.333, -2.251)","Aït-Nouri (DEF, v) ==> (1.0, -3.0)"
SHU,-4,"Bogle (DEF, vv) ==> (2.067, -1.935)","Foderingham (GKP, v) ==> (1.7, -2.353)","Baldock (DEF, ^^^) ==> (1.5, -2.667)","Robinson (DEF, ~) ==> (0.867, -4.614)","Trusty (DEF, ^^) ==> (0.7, -5.714)"
BUR,-5,"Taylor (DEF, ^^^) ==> (1.967, -2.542)","Trafford (GKP, ~) ==> (1.933, -2.587)","O'Shea (DEF, ^^^) ==> (1.633, -3.062)","Beyer (DEF, ~) ==> (0.967, -5.171)","Vitinho (DEF, ~) ==> (0.9, -5.556)"
LUT,-6,"Kaboré (DEF, ^^^) ==> (2.467, -2.432)","Kaminski (GKP, ~) ==> (2.367, -2.535)","Lockyer (DEF, vv) ==> (1.833, -3.273)","Doughty (DEF, v) ==> (1.6, -3.75)","Mengi (DEF, ^) ==> (1.233, -4.866)"
BOU,-8,"Neto (GKP, vv) ==> (2.433, -3.288)","Aarons (DEF, ^^) ==> (1.567, -5.105)","Kelly (DEF, vv) ==> (1.367, -5.852)","Kerkez (DEF, vv) ==> (1.033, -7.744)","Radu (GKP, ^^^) ==> (0.9, -8.889)"
