team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
LIV,9,"Konaté (DEF, ?) ==> (5.37, 5.37)","Alexander-Arnold (DEF, ?) ==> (5.042, 5.042)","Virgil (DEF, ?) ==> (4.145, 4.145)","Robertson (DEF, ?) ==> (3.927, 3.927)","Kelleher (GKP, ?) ==> (2.073, 2.073)"
ARS,9,"Gabriel (DEF, ?) ==> (6.752, 6.752)","Raya (GKP, ?) ==> (5.297, 5.297)","J.Timber (DEF, ?) ==> (3.37, 3.37)","White (DEF, ?) ==> (3.042, 3.042)","Calafiori (DEF, ?) ==> (2.279, 2.279)"
CHE,4,"Sánchez (GKP, ?) ==> (6.734, 4.863)","Colwill (DEF, ?) ==> (3.394, 2.451)","Cucurella (DEF, ?) ==> (2.703, 1.952)","W.Fofana (DEF, ?) ==> (1.909, 1.378)","Disasi (DEF, ?) ==> (1.6, 1.155)"
IPS,2,"Muric (GKP, ?) ==> (3.546, 2.167)","Davis (DEF, ?) ==> (3.115, 1.903)","Greaves (DEF, ?) ==> (2.164, 1.323)","Tuanzebe (DEF, ?) ==> (2.164, 1.323)","O'Shea (DEF, ?) ==> (2.073, 1.267)"
AVL,2,"Konsa (DEF, ?) ==> (3.061, 1.871)","Digne (DEF, ?) ==> (2.297, 1.404)","Martinez (GKP, ?) ==> (1.782, 1.089)","Pau (DEF, ?) ==> (1.206, 0.737)","Maatsen (DEF, ?) ==> (1.0, 0.611)"
WHU,2,"Areola (GKP, ?) ==> (2.206, 1.348)","Kilman (DEF, ?) ==> (2.03, 1.241)","Mavropanos (DEF, ?) ==> (1.939, 1.185)","Wan-Bissaka (DEF, ?) ==> (1.37, 0.837)","Emerson (DEF, ?) ==> (1.194, 0.73)"
TOT,1,"Van de Ven (DEF, ?) ==> (4.115, 2.286)","Romero (DEF, ?) ==> (4.042, 2.245)","Pedro Porro (DEF, ?) ==> (3.721, 2.067)","Vicario (GKP, ?) ==> (3.473, 1.93)","Udogie (DEF, ?) ==> (1.836, 1.02)"
NEW,1,"Pope (GKP, ?) ==> (3.721, 2.067)","Schär (DEF, ?) ==> (2.085, 1.158)","Livramento (DEF, ?) ==> (1.939, 1.077)","Hall (DEF, ?) ==> (1.885, 1.047)","Burn (DEF, ?) ==> (1.527, 0.848)"
MUN,0,"Onana (GKP, ?) ==> (6.57, 3.285)","Dalot (DEF, ?) ==> (5.546, 2.773)","De Ligt (DEF, ?) ==> (5.26, 2.63)","Mazraoui (DEF, ?) ==> (4.103, 2.052)","Martinez (DEF, ?) ==> (3.37, 1.685)"
MCI,0,"Gvardiol (DEF, ?) ==> (3.679, 1.84)","Ederson M. (GKP, ?) ==> (3.309, 1.655)","Akanji (DEF, ?) ==> (2.091, 1.046)","Stones (DEF, ?) ==> (1.958, 0.979)","Walker (DEF, ?) ==> (1.267, 0.634)"
