team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
LIV,30,"A.Becker (GKP, ?) ==> (1.5, 20.0)","Virgil (DEF, ?) ==> (3.5, 17.333)","Alexander-Arnold (DEF, ?) ==> (3.0, 17.333)","Konaté (DEF, ?) ==> (1.0, 15.333)","Robertson (DEF, ?) ==> (1.5, 10.17)"
CRY,27,"Henderson (GKP, ?) ==> (2.0, 15.5)","Guéhi (DEF, ?) ==> (2.0, 13.5)","Lacroix (DEF, ?) ==> (2.0, 13.5)","Muñoz (DEF, ?) ==> (2.0, 10.5)","C.Richards (DEF, ?) ==> (0.0, 1.928)"
ARS,20,"Raya (GKP, ?) ==> (3.0, 15.278)","Gabriel (DEF, ?) ==> (2.0, 11.944)","Saliba (DEF, ?) ==> (2.0, 11.944)","J.Timber (DEF, ?) ==> (2.0, 9.722)","Calafiori (DEF, ?) ==> (0.0, 2.168)"
EVE,19,"Pickford (GKP, ?) ==> (2.0, 18.167)","Branthwaite (DEF, ?) ==> (1.0, 14.111)","Tarkowski (DEF, ?) ==> (2.0, 13.222)","Mykolenko (DEF, ?) ==> (2.0, 12.167)","O'Brien (DEF, ?) ==> (0.0, 0.0)"
FUL,11,"Leno (GKP, ?) ==> (3.0, 13.722)","Robinson (DEF, ?) ==> (2.0, 9.944)","Bassey (DEF, ?) ==> (2.0, 8.722)","Andersen (DEF, ?) ==> (0.0, 8.722)","Castagne (DEF, ?) ==> (0.0, 2.23)"
BOU,10,"Arrizabalaga (GKP, ?) ==> (2.0, 15.556)","Huijsen (DEF, ?) ==> (1.0, 11.111)","Kerkez (DEF, ?) ==> (2.0, 8.611)","Zabarnyi (DEF, ?) ==> (2.0, 8.611)","Travers (GKP, ?) ==> (0.0, 0.0)"
AVL,7,"Martinez (GKP, ?) ==> (2.0, 12.5)","Konsa (DEF, ?) ==> (1.0, 8.278)","Digne (DEF, ?) ==> (2.0, 7.465)","Cash (DEF, ?) ==> (1.0, 7.243)","Mings (DEF, ?) ==> (0.0, 0.0)"
NFO,6,"Sels (GKP, ?) ==> (3.0, 13.833)","Milenković (DEF, ?) ==> (5.0, 9.5)","N.Williams (DEF, ?) ==> (1.0, 9.096)","Aina (DEF, ?) ==> (2.0, 8.833)","Murillo (DEF, ?) ==> (2.0, 8.833)"
MUN,3,"Onana (GKP, ?) ==> (2.0, 11.167)","Martinez (DEF, ?) ==> (1.0, 7.833)","Mazraoui (DEF, ?) ==> (1.0, 7.833)","Dalot (DEF, ?) ==> (1.0, 7.5)","De Ligt (DEF, ?) ==> (1.0, 6.909)"
BHA,2,"Verbruggen (GKP, ?) ==> (2.0, 11.056)","Van Hecke (DEF, ?) ==> (1.0, 7.722)","Veltman (DEF, ?) ==> (1.0, 7.722)","Dunk (DEF, ?) ==> (1.0, 7.722)","Estupiñan (DEF, ?) ==> (1.0, 7.722)"
