team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
LIV,7,"Alexander-Arnold (DEF, ?) ==> (6.2, 5.511)","Konaté (DEF, ?) ==> (5.05, 4.489)","Virgil (DEF, ?) ==> (4.75, 4.222)","Robertson (DEF, ?) ==> (4.65, 4.133)","A.Becker (GKP, ?) ==> (4.55, 4.044)"
ARS,5,"Gabriel (DEF, ?) ==> (7.6, 5.911)","Raya (GKP, ?) ==> (5.8, 4.511)","White (DEF, ?) ==> (3.6, 2.8)","Calafiori (DEF, ?) ==> (3.5, 2.722)","Saliba (DEF, ?) ==> (3.35, 2.606)"
CRY,3,"Henderson (GKP, ?) ==> (4.05, 2.7)","Mitchell (DEF, ?) ==> (3.4, 2.267)","Lacroix (DEF, ?) ==> (3.0, 2.0)","Muñoz (DEF, ?) ==> (2.65, 1.767)","Guéhi (DEF, ?) ==> (2.5, 1.667)"
AVL,3,"Digne (DEF, ?) ==> (3.6, 2.4)","Konsa (DEF, ?) ==> (3.5, 2.333)","Martinez (GKP, ?) ==> (1.75, 1.167)","Pau (DEF, ?) ==> (1.35, 0.9)","Maatsen (DEF, ?) ==> (1.0, 0.667)"
MUN,2,"Onana (GKP, ?) ==> (6.85, 4.186)","Dalot (DEF, ?) ==> (6.4, 3.911)","De Ligt (DEF, ?) ==> (5.8, 3.544)","Mazraoui (DEF, ?) ==> (4.65, 2.842)","Martinez (DEF, ?) ==> (3.75, 2.292)"
TOT,2,"Romero (DEF, ?) ==> (2.95, 1.803)","Pedro Porro (DEF, ?) ==> (2.85, 1.742)","Vicario (GKP, ?) ==> (2.4, 1.467)","Van de Ven (DEF, ?) ==> (1.95, 1.192)","Udogie (DEF, ?) ==> (1.85, 1.131)"
BOU,2,"Arrizabalaga (GKP, ?) ==> (2.9, 1.772)","Smith (DEF, ?) ==> (2.15, 1.314)","Zabarnyi (DEF, ?) ==> (1.45, 0.886)","Kerkez (DEF, ?) ==> (1.35, 0.825)","J.Araujo (DEF, ?) ==> (1.1, 0.672)"
CHE,1,"Sánchez (GKP, ?) ==> (7.5, 4.167)","Colwill (DEF, ?) ==> (3.95, 2.194)","Cucurella (DEF, ?) ==> (3.4, 1.889)","Disasi (DEF, ?) ==> (2.9, 1.611)","W.Fofana (DEF, ?) ==> (2.35, 1.306)"
MCI,1,"Ederson M. (GKP, ?) ==> (3.4, 1.889)","Lewis (DEF, ?) ==> (3.05, 1.694)","Stones (DEF, ?) ==> (2.85, 1.583)","Gvardiol (DEF, ?) ==> (1.95, 1.083)","Akanji (DEF, ?) ==> (1.85, 1.028)"
NFO,0,"Sels (GKP, ?) ==> (4.1, 2.05)","Aina (DEF, ?) ==> (3.65, 1.825)","Milenković (DEF, ?) ==> (3.4, 1.7)","Murillo (DEF, ?) ==> (3.3, 1.65)","Alex Moreno (DEF, ?) ==> (2.5, 1.25)"
SOU,0,"Sugawara (DEF, ?) ==> (2.95, 1.475)","Ramsdale (GKP, ?) ==> (2.7, 1.35)","Bednarek (DEF, ?) ==> (1.35, 0.675)","Harwood-Bellis (DEF, ?) ==> (1.1, 0.55)","Walker-Peters (DEF, ?) ==> (1.1, 0.55)"
BRE,0,"Flekken (GKP, ?) ==> (2.85, 1.425)","Collins (DEF, ?) ==> (2.3, 1.15)","Roerslev (DEF, ?) ==> (1.1, 0.55)","Van den Berg (DEF, ?) ==> (1.0, 0.5)","Pinnock (DEF, ?) ==> (0.9, 0.45)"
BHA,-1,"Van Hecke (DEF, ?) ==> (3.9, 1.733)","Veltman (DEF, ?) ==> (3.65, 1.622)","Verbruggen (GKP, ?) ==> (3.3, 1.467)","Dunk (DEF, ?) ==> (2.95, 1.311)","Estupiñan (DEF, ?) ==> (0.85, 0.378)"
FUL,-1,"Robinson (DEF, ?) ==> (3.05, 1.356)","Leno (GKP, ?) ==> (2.45, 1.089)","Bassey (DEF, ?) ==> (1.9, 0.844)","Tete (DEF, ?) ==> (1.75, 0.778)","Andersen (DEF, ?) ==> (1.3, 0.578)"
EVE,-1,"Keane (DEF, ?) ==> (2.25, 1.0)","Pickford (GKP, ?) ==> (1.8, 0.8)","Young (DEF, ?) ==> (1.65, 0.733)","Tarkowski (DEF, ?) ==> (1.05, 0.467)","Mykolenko (DEF, ?) ==> (0.75, 0.333)"
WHU,-3,"Areola (GKP, ?) ==> (2.05, 0.683)","Mavropanos (DEF, ?) ==> (1.95, 0.65)","Kilman (DEF, ?) ==> (1.85, 0.617)","Coufal (DEF, ?) ==> (1.45, 0.483)","Wan-Bissaka (DEF, ?) ==> (1.25, 0.417)"
LEI,-3,"Hermansen (GKP, ?) ==> (2.1, 0.7)","Faes (DEF, ?) ==> (1.85, 0.617)","Justin (DEF, ?) ==> (1.35, 0.45)","Kristiansen (DEF, ?) ==> (1.25, 0.417)","Okoli (DEF, ?) ==> (1.0, 0.333)"
