team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
MUN,8,"De Gea (GKP, ~) ==> (4.067, 32.536)","Shaw (DEF, ^) ==> (3.867, 30.936)","Dalot (DEF, vv) ==> (3.467, 27.736)","Wan-Bissaka (DEF, ~) ==> (3.0, 24.0)","Lindelöf (DEF, ^^) ==> (3.0, 24.0)"
ARS,8,"Ramsdale (GKP, ^^^) ==> (3.733, 29.864)","White (DEF, ~) ==> (3.6, 28.8)","Gabriel (DEF, ~) ==> (3.333, 26.664)","Zinchenko (DEF, ~) ==> (3.0, 24.0)","Kiwior (DEF, ^^^) ==> (2.067, 16.536)"
LIV,6,"Alexander-Arnold (DEF, ^^^) ==> (5.133, 30.798)","Alisson (GKP, ^^) ==> (4.6, 27.6)","Van Dijk (DEF, ^^^) ==> (4.167, 25.002)","Robertson (DEF, ^^) ==> (3.733, 22.398)","Konaté (DEF, ^^^) ==> (2.8, 16.8)"
NEW,5,"Trippier (DEF, ~) ==> (4.467, 22.335)","Pope (GKP, ~) ==> (3.867, 19.335)","Schär (DEF, vv) ==> (3.267, 16.335)","Botman (DEF, v) ==> (3.067, 15.335)","Burn (DEF, ~) ==> (2.967, 14.835)"
BHA,3,"Steele (GKP, vv) ==> (4.867, 14.601)","Estupiñán (DEF, ^) ==> (4.433, 13.299)","Dunk (DEF, v) ==> (3.0, 9.0)","Webster (DEF, vv) ==> (2.467, 7.401)","Colwill (DEF, ^) ==> (2.033, 6.099)"
CRY,2,"Johnstone (GKP, ~) ==> (4.333, 8.666)","Ward (DEF, ^) ==> (2.933, 5.866)","Mitchell (DEF, ^^) ==> (2.867, 5.734)","Guéhi (DEF, ~) ==> (2.8, 5.6)","Andersen (DEF, ~) ==> (2.6, 5.2)"
MCI,1,"Stones (DEF, vv) ==> (4.0, 4.0)","Aké (DEF, vv) ==> (3.333, 3.333)","Ederson (GKP, ^^) ==> (3.2, 3.2)","Dias (DEF, ~) ==> (3.067, 3.067)","Walker (DEF, ^) ==> (2.733, 2.733)"
EVE,1,"Pickford (GKP, v) ==> (3.6, 3.6)","Tarkowski (DEF, ~) ==> (2.467, 2.467)","Keane (DEF, vv) ==> (2.4, 2.4)","Mykolenko (DEF, v) ==> (2.2, 2.2)","Patterson (DEF, ~) ==> (1.4, 1.4)"
WOL,0,"Sá (GKP, ~) ==> (3.933, 0.0)","Kilman (DEF, ~) ==> (2.933, 0.0)","Dawson (DEF, ~) ==> (2.933, 0.0)","Toti (DEF, ^^^) ==> (2.867, 0.0)","Semedo (DEF, ~) ==> (2.267, 0.0)"
BRE,-1,"Raya (GKP, ~) ==> (4.4, -0.227)","Mee (DEF, ^^) ==> (4.133, -0.242)","Pinnock (DEF, ^) ==> (3.533, -0.283)","Henry (DEF, ~) ==> (2.933, -0.341)","Zanka (DEF, v) ==> (2.533, -0.395)"
TOT,-1,"Pedro Porro (DEF, ^^^) ==> (3.667, -0.273)","Emerson Royal (DEF, ^^^) ==> (2.8, -0.357)","Davies (DEF, ~) ==> (2.667, -0.375)","Forster (GKP, ~) ==> (2.667, -0.375)","Romero (DEF, ^^) ==> (2.2, -0.455)"
BOU,-1,"Neto (GKP, vv) ==> (3.333, -0.3)","Viña (DEF, ~) ==> (2.733, -0.366)","Kelly (DEF, vv) ==> (2.667, -0.375)","Senesi (DEF, vv) ==> (2.0, -0.5)","Mepham (DEF, vv) ==> (1.6, -0.625)"
AVL,-2,"Mings (DEF, vv) ==> (4.067, -0.492)","Álex Moreno (DEF, v) ==> (3.6, -0.556)","Martínez (GKP, v) ==> (3.4, -0.588)","Konsa (DEF, v) ==> (3.067, -0.652)","Young (DEF, v) ==> (2.8, -0.714)"
FUL,-2,"Leno (GKP, ^^^) ==> (4.1, -0.488)","Diop (DEF, ^^^) ==> (2.967, -0.674)","Robinson (DEF, ^^^) ==> (2.8, -0.714)","Tete (DEF, ^^^) ==> (2.633, -0.76)","Tosin (DEF, ^^) ==> (2.167, -0.923)"
WHU,-2,"Fabianski (GKP, ^) ==> (3.5, -0.571)","Aguerd (DEF, ^) ==> (3.433, -0.583)","Cresswell (DEF, ~) ==> (2.967, -0.674)","Ogbonna (DEF, ^) ==> (2.367, -0.845)","Coufal (DEF, vv) ==> (2.2, -0.909)"
CHE,-4,"Arrizabalaga (GKP, vv) ==> (3.467, -1.154)","Badiashile (DEF, ^^) ==> (3.067, -1.304)","Thiago Silva (DEF, v) ==> (2.333, -1.715)","Chilwell (DEF, v) ==> (2.333, -1.715)","Chalobah (DEF, ~) ==> (1.9, -2.105)"
LEI,-4,"Castagne (DEF, vv) ==> (2.933, -1.364)","Söyüncü (DEF, vv) ==> (2.467, -1.621)","Faes (DEF, vv) ==> (2.0, -2.0)","Iversen (GKP, vv) ==> (1.733, -2.308)","Kristiansen (DEF, vv) ==> (1.333, -3.001)"
LEE,-4,"Meslier (GKP, vv) ==> (2.133, -1.875)","Ayling (DEF, ^^^) ==> (2.133, -1.875)","Kristensen (DEF, ^^^) ==> (2.0, -2.0)","Firpo (DEF, ^^^) ==> (1.4, -2.857)","Koch (DEF, v) ==> (1.333, -3.001)"
NFO,-5,"Aurier (DEF, v) ==> (2.2, -2.273)","Navas (GKP, ~) ==> (2.067, -2.419)","Renan Lodi (DEF, ~) ==> (1.933, -2.587)","N.Williams (DEF, vv) ==> (1.667, -2.999)","Worrall (DEF, v) ==> (1.667, -2.999)"
SOU,-8,"Caleta-Car (DEF, vv) ==> (2.0, -4.0)","Bella-Kotchap (DEF, vv) ==> (1.667, -4.799)","Lyanco (DEF, ^^^) ==> (1.533, -5.219)","Bednarek (DEF, v) ==> (1.267, -6.314)","McCarthy (GKP, vv) ==> (1.133, -7.061)"
