team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
EVE,7,"Tarkowski (DEF, ?) ==> (3.5, 4.456)","Keane (DEF, ?) ==> (3.5, 4.156)","Mykolenko (DEF, ?) ==> (1.0, 3.578)","O'Brien (DEF, ?) ==> (2.0, 3.4)","Pickford (GKP, ?) ==> (2.0, 2.815)"
MUN,6,"De Ligt (DEF, ?) ==> (2.0, 3.733)","Shaw (DEF, ?) ==> (1.5, 3.022)","Dalot (DEF, ?) ==> (1.0, 2.73)","Lammens (GKP, ?) ==> (1.0, 2.194)","Mazraoui (DEF, ?) ==> (0.5, 1.204)"
MCI,5,"O’Reilly (DEF, ?) ==> (3.0, 3.646)","Rúben (DEF, ?) ==> (3.0, 3.289)","Gvardiol (DEF, ?) ==> (2.0, 3.011)","Matheus N. (DEF, ?) ==> (2.0, 2.944)","Donnarumma (GKP, ?) ==> (2.0, 2.407)"
BHA,5,"Van Hecke (DEF, ?) ==> (3.0, 3.556)","Dunk (DEF, ?) ==> (2.0, 3.344)","F.Kadıoğlu (DEF, ?) ==> (2.0, 2.8)","Verbruggen (GKP, ?) ==> (2.0, 2.63)","De Cuyper (DEF, ?) ==> (1.0, 1.713)"
CRY,4,"Lacroix (DEF, ?) ==> (5.0, 7.061)","Richards (DEF, ?) ==> (5.0, 6.828)","Muñoz (DEF, ?) ==> (5.5, 6.372)","Mitchell (DEF, ?) ==> (6.0, 6.328)","Henderson (GKP, ?) ==> (4.5, 5.565)"
FUL,4,"Andersen (DEF, ?) ==> (3.0, 4.133)","Bassey (DEF, ?) ==> (2.0, 3.244)","Tete (DEF, ?) ==> (2.0, 3.133)","Leno (GKP, ?) ==> (2.0, 2.87)","Castagne (DEF, ?) ==> (1.0, 0.722)"
CHE,3,"Chalobah (DEF, ?) ==> (6.0, 3.367)","Cucurella (DEF, ?) ==> (5.5, 2.867)","Sánchez (GKP, ?) ==> (3.0, 2.444)","Gusto (DEF, ?) ==> (1.5, 1.911)","Tosin (DEF, ?) ==> (1.0, 0.849)"
NEW,3,"Burn (DEF, ?) ==> (3.5, 3.8)","Thiaw (DEF, ?) ==> (1.5, 3.133)","Pope (GKP, ?) ==> (3.0, 2.944)","Livramento (DEF, ?) ==> (2.5, 2.533)","Hall (DEF, ?) ==> (0.0, 0.812)"
ARS,2,"Calafiori (DEF, ?) ==> (5.5, 6.905)","Raya (GKP, ?) ==> (6.0, 6.407)","Saliba (DEF, ?) ==> (1.5, 3.056)","J.Timber (DEF, ?) ==> (3.5, 3.044)","Hincapie (DEF, ?) ==> (0.0, 0.0)"
NFO,0,"Milenković (DEF, ?) ==> (1.5, 2.75)","N.Williams (DEF, ?) ==> (1.0, 2.55)","Sels (GKP, ?) ==> (2.0, 2.25)","Savona (DEF, ?) ==> (1.0, 1.845)","Morato (DEF, ?) ==> (0.5, 1.39)"
TOT,0,"Romero (DEF, ?) ==> (1.5, 2.95)","Van de Ven (DEF, ?) ==> (1.5, 2.7)","Vicario (GKP, ?) ==> (2.5, 2.667)","Pedro Porro (DEF, ?) ==> (2.0, 2.6)","Danso (DEF, ?) ==> (0.0, 0.714)"
AVL,-2,"Pau (DEF, ?) ==> (1.5, 2.439)","Konsa (DEF, ?) ==> (2.0, 2.344)","Cash (DEF, ?) ==> (3.0, 2.322)","Martinez (GKP, ?) ==> (2.5, 2.287)","Digne (DEF, ?) ==> (3.5, 2.151)"
LIV,-2,"Konaté (DEF, ?) ==> (3.0, 2.978)","Virgil (DEF, ?) ==> (3.0, 2.811)","A.Becker (GKP, ?) ==> (1.5, 2.13)","Kerkez (DEF, ?) ==> (1.0, 1.476)","Gomez (DEF, ?) ==> (0.0, 0.0)"
BOU,-3,"Senesi (DEF, ?) ==> (3.0, 3.7)","Diakité (DEF, ?) ==> (1.5, 2.533)","Truffert (DEF, ?) ==> (2.5, 2.067)","Petrović (GKP, ?) ==> (2.0, 1.833)","Milosavljević (DEF, ?) ==> (0.0, 0.0)"
LEE,-3,"Rodon (DEF, ?) ==> (2.0, 2.5)","Gudmundsson (DEF, ?) ==> (1.0, 2.433)","Struijk (DEF, ?) ==> (1.5, 2.4)","Perri (GKP, ?) ==> (1.0, 1.889)","Bijol (DEF, ?) ==> (0.0, 0.0)"
SUN,-4,"Ballard (DEF, ?) ==> (2.5, 2.928)","Mukiele (DEF, ?) ==> (3.5, 2.811)","Roefs (GKP, ?) ==> (3.0, 2.463)","Hume (DEF, ?) ==> (2.0, 2.344)","Reinildo (DEF, ?) ==> (1.5, 2.256)"
WOL,-5,"Agbadou (DEF, ?) ==> (1.0, 2.078)","Johnstone (GKP, ?) ==> (2.0, 1.519)","Toti (DEF, ?) ==> (1.0, 1.179)","Tchatchoua (DEF, ?) ==> (1.0, 0.495)","Møller Wolfe (DEF, ?) ==> (1.0, -0.112)"
WHU,-6,"Areola (GKP, ?) ==> (2.0, 1.639)","Diouf (DEF, ?) ==> (2.5, 1.633)","Todibo (DEF, ?) ==> (0.5, 1.144)","Mavropanos (DEF, ?) ==> (1.0, 1.089)","Wan-Bissaka (DEF, ?) ==> (1.0, 1.005)"
BRE,-7,"Collins (DEF, ?) ==> (2.0, 2.589)","Van den Berg (DEF, ?) ==> (2.5, 2.1)","Kayode (DEF, ?) ==> (1.5, 1.944)","Kelleher (GKP, ?) ==> (2.0, 1.019)","Hickey (DEF, ?) ==> (0.5, 0.111)"
BUR,-7,"Estève (DEF, ?) ==> (3.0, 2.344)","Walker (DEF, ?) ==> (1.5, 1.7)","Hartman (DEF, ?) ==> (2.5, 1.5)","Dúbravka (GKP, ?) ==> (2.0, 1.389)","Tuanzebe (DEF, ?) ==> (0.0, 0.326)"
